"","Initiator","Recipient","weight","round","Date","Period"
"1481","MN13A","MN13B","1",4,"2021-07-05","3"
"1482","MN44","MN41","1",4,"2021-07-05","3"
"1483","MN69","MN70","1",4,"2021-07-05","3"
"1484","MN22","MN70","1",4,"2021-07-05","3"
"1485","MN31","MN55","1",4,"2021-07-05","3"
"1486","MN31","MN19","1",4,"2021-07-05","3"
"1487","MN21","MN60","1",4,"2021-07-05","3"
"1488","MN12","MN28","1",5,"2021-07-05","3"
"1489","MN44","MN41","1",5,"2021-07-05","3"
"1490","MN20","MN21","1",5,"2021-07-05","3"
"1491","MN21","MN60","1",5,"2021-07-05","3"
"1492","MN22","MN69","1",5,"2021-07-05","3"
"1493","MN17","MN71","1",5,"2021-07-05","3"
"1494","MN55","MN45","1",5,"2021-07-05","3"
"1495","MN28","MN17","1",6,"2021-07-05","3"
"1496","MN40","MN29","1",6,"2021-07-05","3"
"1497","MN41","MN44","1",6,"2021-07-05","3"
"1498","MN21","MN20","1",6,"2021-07-05","3"
"1499","MN20","MN60","1",6,"2021-07-05","3"
"1500","MN31","MN55","1",6,"2021-07-05","3"
"1501","MN17","MN12","1",1,"2021-07-06","3"
"1502","MN17","MN28","1",1,"2021-07-06","3"
"1503","MN12","MN28","1",1,"2021-07-06","3"
"1504","MN13B","MN13A","1",1,"2021-07-06","3"
"1505","MN71","MN54","1",1,"2021-07-06","3"
"1506","MN29","MN40","1",1,"2021-07-06","3"
"1507","MN41","MN44","1",1,"2021-07-06","3"
"1508","MN20","MN21","1",1,"2021-07-06","3"
"1509","MN22","MN70","1",1,"2021-07-06","3"
"1510","MN22","MN69","1",1,"2021-07-06","3"
"1511","MN70","MN69","1",1,"2021-07-06","3"
"1512","MN55","MN31","1",1,"2021-07-06","3"
"1513","MN55","MN26","1",1,"2021-07-06","3"
"1514","MN31","MN26","1",1,"2021-07-06","3"
"1515","MN28","MN17","1",2,"2021-07-06","3"
"1516","MN28","MN12","1",2,"2021-07-06","3"
"1517","MN17","MN12","1",2,"2021-07-06","3"
"1518","MN54","MN71","1",2,"2021-07-06","3"
"1519","MN40","MN29","1",2,"2021-07-06","3"
"1520","MN41","MN44","1",2,"2021-07-06","3"
"1521","MN21","MN46","1",2,"2021-07-06","3"
"1522","MN20","MN46","1",2,"2021-07-06","3"
"1523","MN31","MN55","1",2,"2021-07-06","3"
"1524","MN17","MN12","1",3,"2021-07-06","3"
"1525","MN17","MN28","1",3,"2021-07-06","3"
"1526","MN12","MN28","1",3,"2021-07-06","3"
"1527","MN71","MN54","1",3,"2021-07-06","3"
"1528","MN40","MN29","1",3,"2021-07-06","3"
"1529","MN44","MN41","1",3,"2021-07-06","3"
"1530","MN20","MN21","1",3,"2021-07-06","3"
"1531","MN20","MN46","1",3,"2021-07-06","3"
"1532","MN21","MN46","1",3,"2021-07-06","3"
"1533","MN22","MN70","1",3,"2021-07-06","3"
"1534","MN22","MN69","1",3,"2021-07-06","3"
"1535","MN70","MN69","1",3,"2021-07-06","3"
"1536","MN55","MN31","1",3,"2021-07-06","3"
"1537","MN28","MN17","1",4,"2021-07-06","3"
"1538","MN28","MN12","1",4,"2021-07-06","3"
"1539","MN17","MN12","1",4,"2021-07-06","3"
"1540","MN58","MN16","1",4,"2021-07-06","3"
"1541","MN40","MN29","1",4,"2021-07-06","3"
"1542","MN41","MN44","1",4,"2021-07-06","3"
"1543","MN21","MN20","1",4,"2021-07-06","3"
"1544","MN70","MN22","1",4,"2021-07-06","3"
"1545","MN60","MN71","1",4,"2021-07-06","3"
"1546","MN31","MN55","1",4,"2021-07-06","3"
"1547","MN17","MN12","1",5,"2021-07-06","3"
"1548","MN17","MN28","1",5,"2021-07-06","3"
"1549","MN12","MN28","1",5,"2021-07-06","3"
"1550","MN54","MN71","1",5,"2021-07-06","3"
"1551","MN29","MN40","1",5,"2021-07-06","3"
"1552","MN44","MN41","1",5,"2021-07-06","3"
"1553","MN20","MN21","1",5,"2021-07-06","3"
"1554","MN69","MN22","1",5,"2021-07-06","3"
"1555","MN76","MN15","1",5,"2021-07-06","3"
"1556","MN31","MN55","1",5,"2021-07-06","3"
"1557","MN28","MN12","1",6,"2021-07-06","3"
"1558","MN28","MN17","1",6,"2021-07-06","3"
"1559","MN12","MN17","1",6,"2021-07-06","3"
"1560","MN13A","MN13B","1",6,"2021-07-06","3"
"1561","MN54","MN71","1",6,"2021-07-06","3"
"1562","MN40","MN29","1",6,"2021-07-06","3"
"1563","MN21","MN20","1",6,"2021-07-06","3"
"1564","MN70","MN22","1",6,"2021-07-06","3"
"1565","MN70","MN69","1",6,"2021-07-06","3"
"1566","MN22","MN69","1",6,"2021-07-06","3"
"1567","MN7","MN60","1",6,"2021-07-06","3"
"1568","MN31","MN55","1",6,"2021-07-06","3"
"1569","MN12","MN28","1",1,"2021-07-07","3"
"1570","MN71","MN54","1",1,"2021-07-07","3"
"1571","MN44","MN41","1",1,"2021-07-07","3"
"1572","MN20","MN21","1",1,"2021-07-07","3"
"1573","MN70","MN19","1",1,"2021-07-07","3"
"1574","MN55","MN31","1",1,"2021-07-07","3"
"1575","MN12","MN17","1",2,"2021-07-07","3"
"1576","MN12","MN28","1",2,"2021-07-07","3"
"1577","MN17","MN28","1",2,"2021-07-07","3"
"1578","MN29","MN40","1",2,"2021-07-07","3"
"1579","MN44","MN41","1",2,"2021-07-07","3"
"1580","MN20","MN21","1",2,"2021-07-07","3"
"1581","MN69","MN70","1",2,"2021-07-07","3"
"1582","MN69","MN22","1",2,"2021-07-07","3"
"1583","MN70","MN22","1",2,"2021-07-07","3"
"1584","MN60","MN71","1",2,"2021-07-07","3"
"1585","MN28","MN17","1",3,"2021-07-07","3"
"1586","MN28","MN12","1",3,"2021-07-07","3"
"1587","MN17","MN12","1",3,"2021-07-07","3"
"1588","MN12","MN69","1",3,"2021-07-07","3"
"1589","MN12","MN71","1",3,"2021-07-07","3"
"1590","MN12","MN60","1",3,"2021-07-07","3"
"1591","MN40","MN29","1",3,"2021-07-07","3"
"1592","MN44","MN41","1",3,"2021-07-07","3"
"1593","MN69","MN71","1",3,"2021-07-07","3"
"1594","MN69","MN60","1",3,"2021-07-07","3"
"1595","MN71","MN60","1",3,"2021-07-07","3"
"1596","MN28","MN17","1",4,"2021-07-07","3"
"1597","MN41","MN44","1",4,"2021-07-07","3"
"1598","MN22","MN70","1",4,"2021-07-07","3"
"1599","MN71","MN60","1",4,"2021-07-07","3"
"1600","MN28","MN17","1",5,"2021-07-07","3"
"1601","MN28","MN12","1",5,"2021-07-07","3"
"1602","MN17","MN12","1",5,"2021-07-07","3"
"1603","MN12","MN21","1",5,"2021-07-07","3"
"1604","MN13A","MN13B","1",5,"2021-07-07","3"
"1605","MN54","MN71","1",5,"2021-07-07","3"
"1606","MN44","MN41","1",5,"2021-07-07","3"
"1607","MN70","MN22","1",5,"2021-07-07","3"
"1608","MN12","MN28","1",6,"2021-07-07","3"
"1609","MN71","MN54","1",6,"2021-07-07","3"
"1610","MN20","MN21","1",6,"2021-07-07","3"
"1611","MN70","MN22","1",6,"2021-07-07","3"
"1612","MN70","MN69","1",6,"2021-07-07","3"
"1613","MN22","MN69","1",6,"2021-07-07","3"
"1614","MN28","MN12","1",1,"2021-07-08","3"
"1615","MN54","MN71","1",1,"2021-07-08","3"
"1616","MN40","MN29","1",1,"2021-07-08","3"
"1617","MN41","MN44","1",1,"2021-07-08","3"
"1618","MN70","MN22","1",1,"2021-07-08","3"
"1619","MN13A","MN13B","1",2,"2021-07-08","3"
"1620","MN22","MN70","1",2,"2021-07-08","3"
"1621","MN12","MN28","1",3,"2021-07-08","3"
"1622","MN13A","MN14","1",3,"2021-07-08","3"
"1623","MN54","MN71","1",3,"2021-07-08","3"
"1624","MN40","MN29","1",3,"2021-07-08","3"
"1625","MN44","MN41","1",3,"2021-07-08","3"
"1626","MN28","MN12","1",4,"2021-07-08","3"
"1627","MN13B","MN13A","1",4,"2021-07-08","3"
"1628","MN54","MN71","1",4,"2021-07-08","3"
"1629","MN44","MN41","1",4,"2021-07-08","3"
"1630","MN70","MN22","1",4,"2021-07-08","3"
"1631","MN28","MN12","1",5,"2021-07-08","3"
"1632","MN13B","MN14","1",5,"2021-07-08","3"
"1633","MN71","MN54","1",5,"2021-07-08","3"
"1634","MN29","MN40","1",5,"2021-07-08","3"
"1635","MN70","MN69","1",5,"2021-07-08","3"
"1636","MN70","MN22","1",5,"2021-07-08","3"
"1637","MN69","MN22","1",5,"2021-07-08","3"
"1638","MN54","MN71","1",6,"2021-07-08","3"
"1639","MN44","MN41","1",6,"2021-07-08","3"
"1640","MN22","MN70","1",6,"2021-07-08","3"
"1641","MN31","MN55","1",6,"2021-07-08","3"
"1642","MN28","MN12","1",1,"2021-07-09","3"
"1643","MN13A","MN13B","1",1,"2021-07-09","3"
"1644","MN40","MN29","1",1,"2021-07-09","3"
"1645","MN44","MN41","1",1,"2021-07-09","3"
"1646","MN69","MN22","1",1,"2021-07-09","3"
"1647","MN67","MN14","1",1,"2021-07-09","3"
"1648","MN55","MN31","1",1,"2021-07-09","3"
"1649","MN28","MN12","1",2,"2021-07-09","3"
"1650","MN13B","MN13A","1",2,"2021-07-09","3"
"1651","MN40","MN29","1",2,"2021-07-09","3"
"1652","MN44","MN41","1",2,"2021-07-09","3"
"1653","MN70","MN22","1",2,"2021-07-09","3"
"1654","MN70","MN69","1",2,"2021-07-09","3"
"1655","MN22","MN69","1",2,"2021-07-09","3"
"1656","MN67","MN14","1",2,"2021-07-09","3"
"1657","MN31","MN55","1",2,"2021-07-09","3"
"1658","MN28","MN12","1",3,"2021-07-09","3"
"1659","MN13A","MN13B","1",3,"2021-07-09","3"
"1660","MN54","MN71","1",3,"2021-07-09","3"
"1661","MN40","MN29","1",3,"2021-07-09","3"
"1662","MN44","MN41","1",3,"2021-07-09","3"
"1663","MN22","MN70","1",3,"2021-07-09","3"
"1664","MN22","MN69","1",3,"2021-07-09","3"
"1665","MN70","MN69","1",3,"2021-07-09","3"
"1666","MN67","MN16","1",3,"2021-07-09","3"
"1667","MN55","MN31","1",3,"2021-07-09","3"
"1668","MN28","MN12","1",4,"2021-07-09","3"
"1669","MN13B","MN13A","1",4,"2021-07-09","3"
"1670","MN71","MN54","1",4,"2021-07-09","3"
"1671","MN40","MN29","1",4,"2021-07-09","3"
"1672","MN44","MN41","1",4,"2021-07-09","3"
"1673","MN22","MN70","1",4,"2021-07-09","3"
"1674","MN22","MN69","1",4,"2021-07-09","3"
"1675","MN70","MN69","1",4,"2021-07-09","3"
"1676","MN67","MN16","1",4,"2021-07-09","3"
"1677","MN31","MN55","1",4,"2021-07-09","3"
"1678","MN28","MN12","1",5,"2021-07-09","3"
"1679","MN70","MN69","1",5,"2021-07-09","3"
"1680","MN55","MN31","1",5,"2021-07-09","3"
"1681","MN12","MN28","1",6,"2021-07-09","3"
"1682","MN13A","MN13B","1",6,"2021-07-09","3"
"1683","MN54","MN71","1",6,"2021-07-09","3"
"1684","MN44","MN41","1",6,"2021-07-09","3"
"1685","MN22","MN70","1",6,"2021-07-09","3"
"1686","MN67","MN14","1",6,"2021-07-09","3"
"1687","MN31","MN55","1",6,"2021-07-09","3"
